r0,r1,r2,r3,r4,r5,x,y,z,alpha,beta,gamma
30.51393699645996,-29.713489532470703,-57.23570251464844,-30.2935733795166,96.80613708496094,1.5592161417007446,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.43764371089996,0.0
30.514116287231445,-29.707990646362305,-57.24624252319336,-30.293987274169922,96.81295776367188,1.5566694736480713,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.44010257900118,0.0
30.51429557800293,-29.702489852905273,-57.25679397583008,-30.294403076171875,96.81977844238281,1.5541207790374756,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.44256144710238,0.0
30.51447296142578,-29.69700050354004,-57.2673225402832,-30.294816970825195,96.82658386230469,1.5515772104263306,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.44501348501441,0.0
30.514652252197266,-29.69150733947754,-57.277854919433594,-30.29523277282715,96.8333969116211,1.5490317344665527,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.44746552292645,0.0
30.514829635620117,-29.68602752685547,-57.288368225097656,-30.29564666748047,96.8401870727539,1.5464913845062256,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.44991073064931,0.0
30.51500701904297,-29.680559158325195,-57.298858642578125,-30.29606056213379,96.84696960449219,1.5439562797546387,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.452349108183,0.0
30.51518440246582,-29.675100326538086,-57.309326171875,-30.29647445678711,96.85372924804688,1.5414263010025024,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.45478065552753,0.0
30.515361785888672,-29.66965675354004,-57.31977081298828,-30.29688835144043,96.8604736328125,1.5389015674591064,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.45720537268288,0.0
30.515539169311523,-29.66419219970703,-57.33025360107422,-30.29730224609375,96.86724090576172,1.5363677740097046,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.4596369200274,0.0
30.515714645385742,-29.658756256103516,-57.34068298339844,-30.29771614074707,96.87397766113281,1.533846378326416,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.46205480699359,0.0
30.515892028808594,-29.653316497802734,-57.35111999511719,-30.29813003540039,96.8807144165039,1.531322956085205,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.46447269395978,0.0
30.516067504882812,-29.64788818359375,-57.361534118652344,-30.29854393005371,96.88743591308594,1.5288047790527344,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.46688375073678,0.0
30.51624298095703,-29.642471313476562,-57.371925354003906,-30.2989559173584,96.89413452148438,1.5262919664382935,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.46928797732464,0.0
30.51641845703125,-29.637067794799805,-57.382293701171875,-30.29936981201172,96.90082550048828,1.5237842798233032,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.4716853737233,0.0
30.516592025756836,-29.63166046142578,-57.392669677734375,-30.299781799316406,96.90751647949219,1.5212746858596802,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.47408277012198,0.0
30.516767501831055,-29.626266479492188,-57.40302276611328,-30.300195693969727,96.91419219970703,1.518770456314087,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.4764733363315,0.0
30.51694107055664,-29.620866775512695,-57.41338348388672,-30.300609588623047,96.92086791992188,1.5162642002105713,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.478863902541,0.0
30.517114639282227,-29.615495681762695,-57.42369079589844,-30.3010196685791,96.9275131225586,1.5137704610824585,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.48124080837216,0.0
30.517288208007812,-29.610122680664062,-57.43400573730469,-30.301433563232422,96.93415832519531,1.511274814605713,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.48361771420332,0.0
30.5174617767334,-29.604759216308594,-57.444297790527344,-30.301843643188477,96.94078826904297,1.508784532546997,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.48598778984531,0.0
30.517635345458984,-29.599393844604492,-57.45459747314453,-30.302257537841797,96.94741821289062,1.5062923431396484,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.48835786548732,0.0
30.51780891418457,-29.59404182434082,-57.464874267578125,-30.302669525146484,96.95404052734375,1.5038055181503296,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.49072111094013,0.0
30.517980575561523,-29.588699340820312,-57.475128173828125,-30.30307960510254,96.96063995361328,1.501323938369751,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.49307752620379,0.0
30.518152236938477,-29.583370208740234,-57.485355377197266,-30.303491592407227,96.96722412109375,1.4988477230072021,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.49542711127827,0.0
30.51832389831543,-29.578039169311523,-57.4955940246582,-30.303903579711914,96.97380828857422,1.4963696002960205,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.49777669635276,0.0
30.518495559692383,-29.57271957397461,-57.50580596923828,-30.30431365966797,96.98038482666016,1.4938969612121582,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.50011945123808,0.0
30.518667221069336,-29.56739616394043,-57.516029357910156,-30.304725646972656,96.9869613647461,1.4914222955703735,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.50246220612338,0.0
30.51883888244629,-29.56209945678711,-57.52619552612305,-30.30513572692871,96.99349975585938,1.4889603853225708,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.50479130063036,0.0
30.51900863647461,-29.55681610107422,-57.53634262084961,-30.305543899536133,97.0000228881836,1.4865037202835083,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.50711356494817,0.0
30.51917839050293,-29.551513671875,-57.5465202331543,-30.30595588684082,97.0065689086914,1.4840381145477295,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.50944265945515,0.0
30.51934814453125,-29.546239852905273,-57.55664825439453,-30.306365966796875,97.01307678222656,1.4815850257873535,0.0,-0.05000000074505806,0.36000001430511475,0.0,99.51175809358378,0.0
