0,-50.57852936,-12.89511013,0,53.47364044,0
0,-50.5785141,-12.89513683,0,53.47367477,0
0,-50.57849121,-12.8951807,0,53.47372818,0
0,-50.57845688,-12.89524364,0,53.47380447,0
0,-50.57841873,-12.89531422,0,53.47389221,0
0,-50.57836533,-12.89541245,0,53.47401428,0
0,-50.57830429,-12.89552784,0,53.47415543,0
0,-50.57823563,-12.89565182,0,53.47430801,0
0,-50.57815552,-12.89580345,0,53.47449493,0
0,-50.57806396,-12.89597225,0,53.47470474,0
0,-50.5779686,-12.89614964,0,53.47492218,0
0,-50.57785797,-12.89635372,0,53.47517395,0
0,-50.57774353,-12.89656734,0,53.47543716,0
0,-50.57762527,-12.89678955,0,53.47571182,0
0,-50.57748795,-12.89704704,0,53.47602844,0
0,-50.57734299,-12.89731407,0,53.47635651,0
0,-50.5771904,-12.89759827,0,53.47670746,0
0,-50.57703018,-12.89790058,0,53.47707748,0
0,-50.57685852,-12.89822006,0,53.4774704,0
0,-50.57667923,-12.89854908,0,53.47787476,0
0,-50.57648849,-12.8989048,0,53.47831345,0
0,-50.57629013,-12.89927769,0,53.47877502,0
0,-50.57608414,-12.89966011,0,53.47924423,0
0,-50.57586288,-12.90006828,0,53.47974777,0
0,-50.575634,-12.90049553,0,53.4802742,0
0,-50.57540131,-12.9009304,0,53.48080826,0
0,-50.57515335,-12.90139294,0,53.48137665,0
0,-50.5749054,-12.90185547,0,53.48194885,0
0,-50.57463837,-12.90235233,0,53.4825592,0
0,-50.57436752,-12.90285015,0,53.48317337,0
0,-50.57408142,-12.90338326,0,53.4838295,0
0,-50.57379532,-12.90391731,0,53.48448563,0
0,-50.57349396,-12.90447712,0,53.48517609,0
0,-50.57318878,-12.90504551,0,53.48587418,0
0,-50.57286453,-12.90565014,0,53.48661804,0
0,-50.57254028,-12.90625477,0,53.48736191,0
0,-50.57220459,-12.90687656,0,53.48812866,0
0,-50.57186127,-12.90751648,0,53.4889183,0
0,-50.57150269,-12.9081831,0,53.48973846,0
0,-50.57114029,-12.9088583,0,53.49057007,0
0,-50.57077026,-12.90955162,0,53.49142456,0
0,-50.57038498,-12.91026306,0,53.49229813,0
0,-50.56999588,-12.91099167,0,53.49319458,0
0,-50.56959534,-12.9117384,0,53.49411392,0
0,-50.56918716,-12.91249371,0,53.49504471,0
0,-50.56877136,-12.91326714,0,53.49599838,0
0,-50.56834793,-12.91405773,0,53.49697113,0
0,-50.56790924,-12.91487598,0,53.49797821,0
0,-50.56746292,-12.91570282,0,53.49899673,0
0,-50.56700897,-12.91654682,0,53.50003433,0
0,-50.56654739,-12.91740894,0,53.50109863,0
0,-50.56607437,-12.91828918,0,53.50218201,0
0,-50.5655899,-12.91918659,0,53.50328445,0
0,-50.56510544,-12.92009354,0,53.50440216,0
0,-50.5646019,-12.92102718,0,53.50555038,0
0,-50.56409836,-12.92196941,0,53.50671005,0
0,-50.56357956,-12.92292976,0,53.50789261,0
0,-50.56305695,-12.92390728,0,53.50909805,0
0,-50.56251907,-12.92490292,0,53.51032257,0
0,-50.56197739,-12.92591667,0,53.51156998,0
0,-50.56142044,-12.92694759,0,53.51284027,0
0,-50.56086349,-12.92798805,0,53.51411819,0
0,-50.56028748,-12.92905426,0,53.51543427,0
0,-50.55971146,-12.93013,0,53.51675797,0
0,-50.55912399,-12.93122387,0,53.51810074,0
0,-50.55852127,-12.93234444,0,53.51948166,0
0,-50.55791473,-12.93347359,0,53.52087021,0
0,-50.55730438,-12.93461132,0,53.5222702,0
0,-50.55667877,-12.93577576,0,53.52370453,0
0,-50.55604172,-12.93695831,0,53.52516174,0
0,-50.55540848,-12.93814087,0,53.52661514,0
0,-50.55475235,-12.93935871,0,53.52811432,0
0,-50.55409241,-12.94058609,0,53.52962494,0
